user,avg_token_length,gender,same_gender,opposite_gender,caps,punct,weekend,night
c76c26204fce8c2d7633d6493e1d9231,4.142994549535107,0,13,8,0.03265748336170871,0.0444977557653614,0.26582278481012656,0.20253164556962025
00f279f159cd79ffb678548697f6ab53,4.055944055944056,1,0,0,0.05862068965517241,0.07931034482758621,0.0,0.2857142857142857
110207bacb0ca0417b3b70b176de0a5a,4.310278945357279,1,18,24,0.043927304964539005,0.05948581560283688,0.3333333333333333,0.2922374429223744
3e68dd3f2fb59cfba3e7e916f89d1d8c,4.182260024301336,0,0,5,0.03457292271934922,0.06798373038930854,0.2777777777777778,0.25925925925925924
999bf7a3988bd2a20a65d624cdd91777,4.747774480712166,0,8,16,0.05375,0.06675,0.34972677595628415,0.5245901639344263
cf582a5e8a6c5cb98432c6c28870453d,3.661048689138577,0,4,17,0.06662404092071611,0.04092071611253197,0.25196850393700787,0.28346456692913385
1f1b270a5cdda708d774c09b973d08eb,4.3918824352694195,1,8,2,0.04206500956022945,0.05274059910771192,0.11235955056179775,0.10112359550561797
46e968ba65a84238b58bb9c700dbbfcf,4.778471138845553,0,5,1,0.03868756121449559,0.08161932745674176,0.3230769230769231,0.517948717948718
eef0c484af294a45e2b97528749fcfb2,4.128619879989564,0,6,26,0.05011058451816746,0.0714691943127962,0.20930232558139536,0.19767441860465115
59075e479e7a8ea2256e9b7ed944f0fa,4.553133514986376,0,0,1,0.05864751645721125,0.08138839018551765,0.29411764705882354,0.4117647058823529
2839e220aa674db31ad88f81fa817684,4.5534351145038165,1,6,3,0.06621961441743504,0.08340318524727577,0.16,0.2
b177289c3f3b3c56a09cf0f37d2292d5,4.860984271943176,0,4,4,0.14612253418223567,0.10771318234004801,0.25308641975308643,0.32098765432098764
62e256828a5a42cc8f14cbc8db33e04f,4.216450216450217,0,4,2,0.059804928131416836,0.07597535934291581,0.25316455696202533,0.2911392405063291
c237f9aa4a4b2b09fb5ec99c79047708,4.20523138832998,1,22,15,0.07141148325358852,0.08779904306220096,0.2569444444444444,0.3472222222222222
9725e09d77767382d4c01002508e0f54,4.2924949915241175,0,34,15,0.04699504559488763,0.04581029654627702,0.27979274611398963,0.3316062176165803
4ce2376bd09b20eaa9ee4c52f7d57c38,4.169283799310609,0,14,18,0.02434319309204483,0.013595443689142016,0.2901960784313726,0.3254901960784314
75ac0524645b5df5f4ecaec61595081a,4.458606313281716,1,11,10,0.040475554368153886,0.06371894202511355,0.33540372670807456,0.40372670807453415
cf5ff2fd099755a659b1806cd690fa10,4.571755725190839,1,6,3,0.035398230088495575,0.06553681749874771,0.22972972972972974,0.3581081081081081
783e4c754d8e2518bb3a69de8df8c9bb,4.365646258503402,1,3,6,0.024931827035449942,0.06700428515777172,0.3333333333333333,0.3333333333333333
4541f8dc01b2b0961aa29c27bcb8966f,4.482306684141546,0,3,3,0.1409356725146199,0.07719298245614035,0.16666666666666666,0.3541666666666667
a757bca23b7987aef804ae70e104b87b,4.523012552301255,1,8,2,0.04278445883441258,0.04740980573543016,0.30985915492957744,0.22535211267605634
aa6c4e8364e758abcea61dd81cae7650,4.8599221789883265,0,0,0,0.044035228182546036,0.10648518815052041,0.21428571428571427,0.21428571428571427
7c8eea86a11c2706718b957c5a355966,4.7135703555333,1,32,15,0.041148765891143455,0.056375933991996884,0.22924901185770752,0.30434782608695654
24737524ccca34488d3ef9f3f13968b9,3.764705882352941,0,2,3,0.009114583333333334,0.016276041666666668,0.42105263157894735,0.47368421052631576
4942688ae47f002fbfdea0c2c16fcea0,4.226086956521739,1,2,0,0.03292181069958848,0.059670781893004114,1.0,0.125
eb3098ce7a712a03efc8faca7c45b5ee,4.503197108701696,0,13,10,0.10186442770712434,0.08204716631682923,0.25595238095238093,0.4375
cca5be9ddc2d5ca1799c2be7d1d3dcb7,4.2409118915588415,1,5,3,0.10751125962516345,0.05361034432660177,0.3125,0.453125
e6eec87f7382c2a1a78972ef1916fa34,4.6010612638687896,0,12,10,0.1101908156846299,0.08471377647305514,0.3628691983122363,0.5822784810126582
408fbd866e4aed0c3783e4a6e14b00d5,4.160191082802548,0,18,17,0.04015157314552553,0.07494449973206767,0.2937625754527163,0.5231388329979879
9a9edc60d2bfd9240c21bdfca4591a82,4.102588686481304,1,3,0,0.02009815377424632,0.04580509464828231,0.2542372881355932,0.2711864406779661
7e54a1e420a903bb87f77a2fc3a7f563,4.5245621529261,1,6,7,0.06608761329305136,0.06655966767371602,0.2755102040816326,0.5408163265306123
fdcb80141411b69442a53e8d65c34126,4.5910931174089065,1,0,1,0.09611992945326278,0.11816578483245149,0.39285714285714285,0.39285714285714285
91f5e7f007ef7a99e5f4d98ece01ae4c,4.0720092915214865,0,8,17,0.04549343981745579,0.06553051911009698,0.3116279069767442,0.25116279069767444
83e7920ad09f25c6356366acc71a3a1c,4.4263202725724025,1,13,10,0.047339555470027904,0.08428750120273261,0.2896174863387978,0.5901639344262295
6d2f34fc7c7e02efe2bd0b472e4bcc68,4.614035087719298,1,0,0,0.051330798479087454,0.07034220532319392,0.36363636363636365,0.5454545454545454
4b006dcab6a5b1df3c0f0cc67965b99b,4.2,1,3,4,0.05272108843537415,0.0391156462585034,0.4,0.15
cb0720d036265f12267de73343b36442,3.8627450980392157,0,2,0,0.0,0.04060913705583756,0.3333333333333333,0.3333333333333333
f15d9a59f56d0f968e2a0e32dc91775e,4.848305084745762,1,2,3,0.24593602517042476,0.15609159237895473,0.3409090909090909,0.38636363636363635
ea086c4a7bc9a846947016cea3eab30d,4.3853100541842265,1,12,12,0.04553358960278235,0.06548599670510709,0.23890784982935154,0.378839590443686
6e97a891949856e49e36502cee8ce2ff,4.403528742174161,1,36,17,0.051742708198698896,0.09598897074662875,0.2446043165467626,0.3333333333333333
0e30881fe52b568d2b8b24f03c002190,4.413592723597777,1,8,16,0.041673822199324514,0.04608163031656076,0.16753926701570682,0.36649214659685864
955e04e734cbf460623bd376c138a12b,4.792781580584941,1,9,3,0.09335237600623214,0.1969618280965983,0.29523809523809524,0.4
e8b7bc98903d215879dba72a821ee0ef,5.020253164556962,0,4,11,0.12304589006555723,0.10741301059001512,0.36363636363636365,0.2727272727272727
a2a674171aaf9bf760c4be8d4d2ab627,4.005608524957936,0,16,12,0.02450294035284234,0.04354522542705125,0.24444444444444444,0.45185185185185184
ca1be3e2112a578b96c21037d29b6dad,3.884831460674157,1,2,4,0.11135213304410702,0.06652205350686913,0.19230769230769232,0.07692307692307693
3efefe96c0171f440624f278b73ac98b,4.780205655526992,1,7,3,0.15891368647485885,0.08792686205969347,0.3050847457627119,0.6016949152542372
40bc0611fbc9e052d8220abe0ba3046e,4.437003405221339,1,8,6,0.05065234075211052,0.060544043659930075,0.3050847457627119,0.3474576271186441
043f6abea57838bdef28f6daefa8f645,4.7195876288659795,0,5,6,0.06028833551769332,0.0945827872433377,0.2804878048780488,0.2804878048780488
0079d25f6a321eb47bf0f7626b396e0e,4.839685839685839,0,24,22,0.05140566082764546,0.08009164240370388,0.24342105263157895,0.23355263157894737
0b2ac76cbfb734d39ed2ecd49a1911cc,4.328066416711302,0,9,14,0.05865973640245034,0.084153208341068,0.18579234972677597,0.2459016393442623
587de638aa3cd3508b08ea6851089fb2,4.8940677966101696,0,0,2,0.07012987012987013,0.08311688311688312,0.25,0.5625
db28c43d7423d52e8fc83e37aa853710,4.363136176066025,0,5,9,0.050362547288776795,0.050204918032786885,0.2664576802507837,0.29153605015673983
8f4d1b2a2dffb88c731ee57b86ef8762,4.669691470054446,0,0,3,0.04974737660318694,0.09988340458608629,0.4642857142857143,0.2857142857142857
b5be409ca078c27113dd6789bc43523a,5.842105263157895,0,0,0,0.3123123123123123,0.11411411411411411,0.3333333333333333,0.5
41c2a80bceb78eb3b09b65706e132822,4.311229946524064,0,2,3,0.05507318283304391,0.07541552964524932,0.22448979591836735,0.2857142857142857
fa07d07eb728504e8a51a1b0816f1a73,4.336217552533992,1,112,29,0.06656214367160776,0.06579247434435576,0.2613861386138614,0.20594059405940593
1bc12e804165160c4d283fce30436886,3.606060606060606,0,0,3,0.04201680672268908,0.0546218487394958,0.3333333333333333,0.16666666666666666
f349abe374973427bfa7ef9e27bfcc58,4.277841561423651,1,4,3,0.02509393451422437,0.07018250134192164,0.22900763358778625,0.3282442748091603
b311c3b5c0b5a9a0f26508f97f6cdb6f,4.811244979919679,0,2,7,0.045724355407160085,0.07020960860693749,0.16393442622950818,0.32786885245901637
e4d838066df6b7189ba335d8126d3935,4.231155778894473,1,28,17,0.09523456057007126,0.0745249406175772,0.40784313725490196,0.34509803921568627
c031931ea79269fab22a67328e87fa0b,4.2097591888466415,1,12,4,0.06111696522655427,0.05810627728435948,0.32116788321167883,0.5474452554744526
c23b639a0736b51766728303475125a7,4.274871794871795,0,2,9,0.065978886756238,0.06261996161228407,0.27380952380952384,0.42857142857142855
f92f8988b349170dab5a6ca8e726708d,4.891588785046729,0,6,3,0.04992994522990702,0.09565660425423513,0.36363636363636365,0.494949494949495
4a7ab8f13473d9a79c315c173f53c02a,4.267979108075532,1,5,2,0.10477266308952274,0.062317612727101575,0.22807017543859648,0.15789473684210525
02d226f8c59404bb719b3810d4f65ab6,4.230712711241734,1,7,5,0.05653004515456756,0.07328933657519972,0.3121951219512195,0.3024390243902439
75e28d90034e46ee32a57c8e6f1cf811,4.604662226450999,1,20,19,0.04731893790680856,0.06901539415228845,0.35545023696682465,0.24644549763033174
a00b82ae17aab99503c3b8d395be588e,4.15984015984016,1,12,2,0.018731988472622477,0.09558117195004803,0.43283582089552236,0.43283582089552236
7f9b4582477e4068b14fc2d238ede7ed,4.417310664605873,0,5,5,0.04198740377886634,0.052484254723582924,0.189873417721519,0.11392405063291139
d6b710413d01d8dc64c7329ab647f41b,4.634335596508245,0,23,3,0.05525324403516116,0.06843867727082462,0.3225806451612903,0.3064516129032258
4a9f1926e7cb3761adafbd5f4c36c88a,4.038961038961039,1,0,0,0.028938906752411574,0.05037513397642015,0.11764705882352941,0.17647058823529413
cff55b03f2f1bdfb9d157f51e3913fe9,4.122051282051282,1,2,1,0.04155262503110226,0.06369743717342623,0.20930232558139536,0.27906976744186046
8c10758df8a679ec1243785422260e40,4.371673819742489,1,8,15,0.08050265069703515,0.07372864716277243,0.2375,0.2625
1c3d32c5766fc217d469459a9336bb71,4.666888032939301,1,19,20,0.06645416512508183,0.1228619404047016,0.1958997722095672,0.28929384965831434
18db868d8a3418151b764415ac449c17,4.1132323897300855,1,12,15,0.04945582586427657,0.05825864276568502,0.23376623376623376,0.45454545454545453
b0572bbef212d1e33e37807a5187d19d,4.332699619771863,1,3,2,0.06186924089512944,0.06899956121105748,0.15384615384615385,0.23076923076923078
c5b7cff36cd12c69131f00137b682a39,3.9282886723507917,1,117,11,0.04073485523816906,0.081973566916011,0.2062780269058296,0.3789237668161435
f29e200900dc8910afe94d30909ecd0a,4.23543990086741,1,12,17,0.03169494831285352,0.04720109225668032,0.2636363636363636,0.4636363636363636
7ee3d21da074c05b914ff9ed94d8e971,4.382563125297761,1,15,8,0.042613327535601694,0.08587889988042179,0.23809523809523808,0.4642857142857143
402a3dfe4b3617a8c5e816d1e137af75,4.476404494382022,1,1,1,0.10090361445783133,0.06375502008032129,0.37037037037037035,0.2222222222222222
2898d9933469554e5c358927cad1701c,4.577087794432548,1,34,10,0.09801169590643274,0.08046783625730994,0.22872340425531915,0.4521276595744681
3255c2d239b9471893a1bffb4617c063,4.302154492905938,0,2,9,0.05899596921949432,0.05850738976426041,0.3288590604026846,0.4161073825503356
ac4e6ce30c8b4be2a49ba9345fbe29fa,4.653596889176928,0,4,5,0.051806977229997914,0.09080147622031892,0.295,0.28
f45aa771d81ef5e14d2a9ebe22e17b0c,5.277442702050664,1,33,5,0.14674285714285715,0.1856,0.3854166666666667,0.4791666666666667
3668d2c33f1705cdcd01297d42e542f9,4.510221109720484,0,6,4,0.07224123577837388,0.05540653038571825,0.12432432432432433,0.31351351351351353
6191b5a1e6b39325ed598ba6c02e7f37,4.202122015915119,1,4,0,0.0325716449943189,0.050119934351723266,0.3482142857142857,0.5357142857142857
33ac4a867d7b79b2a09042c7e7f6bfa0,4.565718401152322,1,7,6,0.03793674580014197,0.05150248442306175,0.2589928057553957,0.2949640287769784
894c31a7ddec410b5c9f577aee0e00f1,4.284598562949078,0,5,10,0.042289464090411955,0.05701786365293474,0.12777777777777777,0.31666666666666665
e0f0167b6353c40e84789518cad39f45,4.5,0,1,0,0.027479091995221028,0.04659498207885305,0.21428571428571427,0.2857142857142857
f7697dde79be760d858d497acc72d857,4.5582230199685885,1,73,16,0.15337664894664305,0.14299074620988383,0.32456140350877194,0.25877192982456143
b4e427fa4ec8d9e4641aa002938c58ef,4.351528384279476,1,1,2,0.057200200702458605,0.09734069242348219,0.23076923076923078,0.358974358974359
fed7242a3912a5c33ce8138ed136bdd1,4.763948497854077,0,0,4,0.014414414414414415,0.06306306306306306,0.3333333333333333,0.25925925925925924
e2910d8e2975ec85bc3495e8a3079f27,4.457516339869281,0,2,1,0.04897360703812317,0.045454545454545456,0.2857142857142857,0.125
8ebe0c43fac116bf37802ea15773d827,4.4563953488372094,0,0,4,0.003913894324853229,0.10763209393346379,0.10714285714285714,0.39285714285714285
3e247d6ca02283a61d004a4005e23bad,4.809187279151944,0,1,3,0.06588292921871174,0.06343374969385256,0.4375,0.3625
df89a4e39ab1f8d32a623d03e57fc36d,4.829986613119143,0,3,7,0.082039911308204,0.09215631929046564,0.1702127659574468,0.24113475177304963
a798412ac1d5c2fea5bb344f95fef6da,4.6767676767676765,1,1,2,0.09256402344955261,0.09194692995988893,0.22727272727272727,0.3181818181818182
143e7d069b2b70210e56081c23f2069d,3.566215563073949,1,15,9,0.06064918343836823,0.07833570508911025,0.2619047619047619,0.2857142857142857
82d65f5160387ec3cac71762d5097866,4.869440459110473,1,5,3,0.13022981732469063,0.08927519151443725,0.4117647058823529,0.20588235294117646
a2e66459ecd1abb993c3b6b0571bee98,4.4454976303317535,1,1,0,0.05490405117270789,0.05810234541577825,0.1875,0.4375
7f1aa668d032eca2a996ecc90c8b34f8,5.011111111111111,1,0,2,0.06651884700665188,0.13303769401330376,0.26666666666666666,0.4
b68d30e86340719e7d3202fe56586ea2,4.992619926199262,0,1,0,0.10273466371027347,0.07538802660753881,0.4,0.3
f356af98cbd929d5ece697973786fecb,4.3345921450151055,0,8,6,0.05122843700993204,0.05697856769472034,0.35772357723577236,0.2926829268292683
f90e223389078b56e2d3d0e77aac501b,4.755370895824888,0,8,19,0.1443975621190811,0.0906533691343818,0.2909604519774011,0.3559322033898305
ceda94cc6a943abc1cd54e6ccdf74bf6,4.516414141414141,0,3,2,0.031031590718479173,0.047805423539278726,0.15789473684210525,0.2631578947368421
450a45ba8d285f9a43f9c35d1baa2bbd,4.1234567901234565,0,0,1,0.029940119760479042,0.04790419161676647,0.16666666666666666,0.6666666666666666
d2d80500325d201de57eb1f070a6586c,4.204899777282851,0,4,0,0.04290254237288135,0.11440677966101695,0.23404255319148937,0.3829787234042553
363ad6c2fbf167e86aa12eb3f5792f71,4.249364455743009,1,15,16,0.05302659487681514,0.07238810028824713,0.28342245989304815,0.3663101604278075
e62c9b7489cef22de97abf7958e69831,4.207720144752714,0,12,17,0.05567341322171894,0.037841866865432026,0.2928870292887029,0.3682008368200837
34e3e57135c81176b07a65362f93e7dc,4.49804469273743,1,16,10,0.014779854685462336,0.04589206980065826,0.4095238095238095,0.5238095238095238
862c1403706f38f8a38872551b12e07a,4.7259414225941425,1,14,8,0.11432049579459938,0.08233731739707835,0.3389830508474576,0.3954802259887006
ae1bc564c905071e9b15c058677a5349,4.604641168886979,1,14,1,0.05356976201586561,0.05832944470368642,0.2080536912751678,0.28187919463087246
c6988df239efd7e1451315961c913a45,3.9592776203966005,1,5,3,0.04033628476880422,0.043466595116715856,0.27312775330396477,0.14537444933920704
9861c7b2a69ead7a85649f9990795ed5,4.252293577981652,0,8,8,0.05476723923325865,0.06796116504854369,0.31097560975609756,0.23170731707317074
3e17d2b2646c71ebe8a74a76f74d9c66,4.492984097287184,1,3,6,0.04476368936081616,0.06600041640641266,0.20689655172413793,0.4827586206896552
e8ce7cf264092896107967e20a479c1b,3.82680170262733,1,26,18,0.008054617980975759,0.07989413930653574,0.2669902912621359,0.4441747572815534
91e8c4bf2eee6a219ec36ea8005d7515,4.029216467463479,1,7,6,0.015985497692814765,0.05553724456163481,0.22340425531914893,0.46808510638297873
4273fa1b38c15d1ab76bbba234810a15,4.345588235294118,1,1,2,0.09475465313028765,0.07614213197969544,0.09090909090909091,0.0
c52bdc7d899af83ab543be876348e38c,4.052910052910053,0,4,4,0.04699738903394256,0.04569190600522193,0.26666666666666666,0.5111111111111111
6c7fc3ac8e6151eb3785a5a38fb15a3b,4.31006711409396,1,8,9,0.0758330738087823,0.08860168171909062,0.3333333333333333,0.30666666666666664
b0d41c9bc9bf0d0d73306a30116498cc,4.346835443037975,1,4,0,0.15317414094350612,0.060570762958648806,0.3181818181818182,0.3181818181818182
83b2b913cac760e7a912132ebd41e073,4.504587155963303,0,1,2,0.07331975560081466,0.06449422946367957,0.14285714285714285,0.19047619047619047
b34f0c89a3adc4566f49af17266ce9d0,4.8833415719228865,1,7,2,0.03198704322299828,0.11600364409353174,0.2976190476190476,0.2261904761904762
feefb32ba90b3e6112842f36179956b2,4.470833333333333,0,4,1,0.03308480894687791,0.044268406337371856,0.19047619047619047,0.30952380952380953
e76d35bd97c00b90be1d84765bd53c68,4.720654180954893,0,4,10,0.06336611533303531,0.048223066607063034,0.15763546798029557,0.27586206896551724
f80644859abfbc92e9a92072c2dc50fa,4.614611872146119,0,11,14,0.05382940827231348,0.06332871561448644,0.3076923076923077,0.23076923076923078
ecf4e45dd32849c6ee0d6bee512a8419,4.358695652173913,0,3,2,0.043017456359102244,0.05860349127182045,0.24242424242424243,0.21212121212121213
edbcc7f49dd7ab5a5816d29fba85cfa5,4.175925925925926,0,0,0,0.07058388765705839,0.04360679970436068,0.1956521739130435,0.4782608695652174
5c5803665c9e7294b2f16ff0a437c3cd,4.582348305752561,1,13,2,0.019776440240756664,0.07962166809974204,0.1978021978021978,0.34065934065934067
d8f3584a90012dca70479b6bf1bf08ef,4.410271374379924,1,56,22,0.12627365356623,0.08717083498742888,0.23715415019762845,0.3201581027667984
b965e32cd13e12eae3839e2387b6f3d6,4.279281277728483,1,14,16,0.0490384116945726,0.0814887771499663,0.3137254901960784,0.48366013071895425
f2a460d588950c89dbb8807fba037f24,4.076298301747477,1,5,39,0.04323149378094433,0.053012921144789275,0.168,0.296
1f58d7df4113238b4df347c25466ab0a,4.584078711985689,0,8,4,0.0815609756097561,0.0991219512195122,0.2153846153846154,0.26153846153846155
d7bf18d324e1220689297b8d4a7d2525,4.07773851590106,0,2,0,0.021663778162911613,0.02079722703639515,0.26666666666666666,0.5333333333333333
917c38788ea36d939a7a57d4db35c494,4.068821065230401,1,5,7,0.01956170025003677,0.04883071039858803,0.25,0.15625
f2ff54a2b83d67831349052ec76fbbc1,4.132181882270004,0,9,8,0.03625351872387614,0.057237908385225626,0.25609756097560976,0.3130081300813008
917636d81e277fb104914eb62a80adc5,4.209756097560976,1,2,1,0.0660486674391657,0.06836616454229433,0.3333333333333333,0.5833333333333334
fa48d798cd70c12293015c297694f25b,4.251023192360163,0,1,1,0.0417201540436457,0.059050064184852376,0.32075471698113206,0.5660377358490566
e6769adaa9438ef03482f87da64403f6,4.193041526374859,1,2,0,0.046573875802997856,0.07896145610278373,0.2073170731707317,0.4268292682926829
a880b3ad0e843d2c98b2e30b63571017,4.058230169646951,0,5,7,0.06180092644898882,0.10145746243362332,0.34177215189873417,0.4177215189873418
fab3a9a0fe59c52b606e238d3a7c025c,4.241898148148148,1,7,7,0.050068212824010916,0.0723055934515689,0.24778761061946902,0.1415929203539823
c378f5e18d9df3fcf53fa59e7ceaf386,4.430969139144559,1,6,9,0.05455767350928641,0.06537145650048876,0.17763157894736842,0.32894736842105265
d7b09c0d243ddce023e823324f90f640,4.583238958097395,1,8,7,0.056338028169014086,0.06523350630096368,0.23157894736842105,0.2631578947368421
7f85c234069ef572a0ce135916c529cb,4.726369753284204,1,56,10,0.0484034980679276,0.08616364992203919,0.2803738317757009,0.411214953271028
a500dfbde4f9279aae4a4d1dc6d8175a,4.224032586558045,0,0,3,0.06557377049180328,0.0467695274831244,0.26666666666666666,0.13333333333333333
455ba698be14cbb51f7a04c4a0eeba2c,4.3883740522325185,1,19,8,0.09449990401228643,0.0574006527164523,0.28213166144200624,0.21316614420062696
4d88f513817bd15332cf8f49c16e5e81,4.205698401667825,0,3,7,0.0806345009914078,0.12012557832121613,0.29357798165137616,0.5137614678899083
574683dd5a65a746c7bdb9fe766f3208,4.402308326463314,1,31,6,0.0897003745318352,0.09898876404494382,0.2828282828282828,0.4444444444444444
eaf0c7efaefeba0c9651047e29e4c0d3,4.2342249657064475,0,8,6,0.047217947679598284,0.06001457844010691,0.25688073394495414,0.25688073394495414
844deb815b7f34477aca573f1fc56398,4.708333333333333,1,4,1,0.05708832205448551,0.061773381919139336,0.07352941176470588,0.1323529411764706
e168c7ef600f12c24a815e761b66fb47,4.163321167883212,0,1,8,0.03418803418803419,0.05259697567389875,0.28205128205128205,0.23076923076923078
24d04617cd7c2b230b3a7717646d3ba9,4.346095717884131,1,14,20,0.037131486418608244,0.050423090297901936,0.1872791519434629,0.06007067137809187
16b6a298fbd7f15947b5e8ff78b177b2,5.407066052227343,0,0,2,0.029829545454545456,0.15511363636363637,0.2545454545454545,0.6727272727272727
648829de2602d28aa0c03aac987f38ad,4.339320577899258,0,5,6,0.0705480068388374,0.07558715018446864,0.20967741935483872,0.3010752688172043
e2c72097fa20d7d3271a83a1fe0663b0,4.2105263157894735,0,0,6,0.04298780487804878,0.04573170731707317,0.24489795918367346,0.40816326530612246
4f05cfd6cda481d86cdedd1bdad02fd7,4.467995802728226,1,0,3,0.023485204321277594,0.060591827148896195,0.18478260869565216,0.13043478260869565
c5e9070185458949bcea890619a9dd1e,4.960603520536463,1,1,1,0.04156809733017911,0.07046299425481582,0.1016949152542373,0.1694915254237288
38809db781a5204f07f13d79474d7a40,4.062120504437179,0,18,27,0.011766509524357057,0.031428461921735464,0.2757352941176471,0.375
56e82fc5ad33992839505dc85fcca0f6,4.283483199242783,1,13,3,0.04176334106728538,0.06695392774279085,0.3394495412844037,0.3394495412844037
b796f5f61eda6cb5ac60817aecea1646,4.425084581923635,1,38,18,0.031729561465785594,0.06968488886461689,0.2943820224719101,0.37303370786516854
b7cd104f1718a09b2a00e72f5518f4e9,4.297872340425532,1,36,31,0.06409063725164463,0.06455578443750415,0.27525252525252525,0.3409090909090909
e81e59051d605542fee2b60984879208,4.355965721819381,1,8,9,0.07082324455205811,0.0798274818401937,0.24096385542168675,0.2710843373493976
da4346e32da910438ac11e7e1805c644,4.578703703703703,1,2,0,0.09403437815975733,0.06673407482305359,0.25,0.16666666666666666
0a4ad7695c1c5cfe831d8f0fe31a85a0,4.361198738170347,1,3,2,0.035443037974683546,0.07884267631103074,0.06818181818181818,0.29545454545454547
0dec91076b6f10ce3393ec02ecc7822e,4.099703012303776,1,48,3,0.03684156059194867,0.11368105143330229,0.2507042253521127,0.35774647887323946
35368b35a1b074b556fc888b14658094,4.4065703634669156,0,15,5,0.05488288478824089,0.06228520065563369,0.28878281622911695,0.26968973747016706
98a208d21213e4879fb9482f088ae8c5,4.6,0,0,0,0.05507246376811594,0.04057971014492753,0.16666666666666666,0.16666666666666666
bfe682dd4e88d814fbd14361ae730644,4.520918178452425,0,0,6,0.07394971746785685,0.09851772991564982,0.23115577889447236,0.2562814070351759
dccd1f2e3e2bddd3d995d2f31ff3f313,4.1192660550458715,0,7,28,0.05216270073848318,0.061423045363966707,0.288135593220339,0.3008474576271186
c1eb96bf3b3755bcf2bcf755eefdda56,4.219047619047619,1,1,0,0.03329571106094808,0.07054176072234764,0.3333333333333333,0.16666666666666666
b1002474406baa763550a27e1884be33,4.346246198175124,1,51,16,0.04655445471621671,0.058966520570144745,0.26332288401253917,0.16927899686520376
c612e92608fa7bf49bcad3cf38ce29b5,4.438202247191011,0,1,1,0.020253164556962026,0.03746835443037975,0.3968253968253968,0.38095238095238093
25570ac10bf1165ebb18ac15c6fa83b9,4.597499023055881,1,23,5,0.06655333616659584,0.09460263493412664,0.32298136645962733,0.30434782608695654
c82d4f19686e5a7aca3d44e6c41305c6,4.3563829787234045,1,24,9,0.034746206174777604,0.08226059654631084,0.3065015479876161,0.2755417956656347
65c0c27508531efc5dadb3905e787256,4.387040280210158,1,9,7,0.035229540918163674,0.06447105788423153,0.2932330827067669,0.6390977443609023
f8ef092abd6bf25d8a0928da91fc9f68,4.635451505016722,0,7,7,0.07046657046657047,0.06962481962481963,0.2756756756756757,0.3081081081081081
343893f4ec72ccbd2954b74ae959afd7,4.1753590325018894,1,6,4,0.04151580979966208,0.06444605358435916,0.22826086956521738,0.20108695652173914
d1516859ac7f62993b711ef462da6354,4.7706766917293235,0,0,0,0.05594956658786446,0.07486209613869188,0.23076923076923078,0.34615384615384615
61003589b0d04b24fd9e4eb926e7d141,4.132710280373832,0,7,20,0.05189959294436906,0.07570104025327906,0.29285714285714287,0.05
270cc44ae98b9bf19a0cbeacaba92252,4.406368460955269,1,3,1,0.049208534067446665,0.07398485891259463,0.2894736842105263,0.34210526315789475
0fbbcc2b2b3249fd5f28333983d97683,4.082802547770701,1,13,15,0.056682267290691625,0.07145085803432137,0.21830985915492956,0.36619718309859156
5e8486fc088504f987db5340745a1bff,5.175438596491228,0,0,0,0.01694915254237288,0.17288135593220338,0.6666666666666666,0.0
